reference,project_name,country,date_online,decommission_date,status,technology,product,end_use,announced_size,capacity_normalized,capacity_zerocarbon,refs,latitude
Ref,Project name,Country,,Decomission date,Status,Technology,Product,EndUse_Refining,Announced Size,Capacity_MWel,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],References,Location
501,Aman - Green Hydrogen Project - phase 1,MRT,2032.0,,Feasibility study,Other Electrolysis,Ammonia,,2.5GW,2500,555555.5555555556,[929][980][1001][1120][1205][2232][3198],Central Mauritania
502,HRS CMB Port of Antwerp,BEL,2021.0,,Operational,PEM,H2,,1 MW,1,192.30769230769232,[616] [829][966],Port of Antwerp
503,Haldor Topsoe - El-Opgraderet Biogas I,DNK,2013.0,2017,DEMO,SOEC,CH4,,10 Nm3/h,0.038,10,"[2], [3], [9], [125]",Haldor Topsoe HQ
505,H2 Logic HRS with onsite electrolysis in Vejle,DNK,2013.0,,Operational,ALK,H2,,200 kg H2/d,0.4307116104868913,93.63295880149812,[484],
506,H2 Logic HRS with onsite electrolysis Holstebro,DNK,2013.0,,Operational,ALK,H2,,200 kg H2/d,0.4307116104868913,93.63295880149812,[484],
507,H2 Logic 3 HRS with onsite electrolysis in Copenhagen,DNK,2013.0,,Operational,ALK,H2,,3x200 kg H2/d,1.2921348314606742,280.8988764044944,[484],
508,Iberdrola - Puertollano II (extension from Ref10),ESP,2029.0,,Feasibility study,Other Electrolysis,Ammonia,,200MW (in addition to the 20MW included in Ref 10),200,40449.43820224719,[620][631],Fertiberia plant in Puertollano
509,"Hyoffwind Zeebrugge, expansion",BEL,,,Concept,Other Electrolysis,H2,,100MW,75,16666.666666666668,[2625],Zeebrugge
510,Hyoffwind Zeebrugge,BEL,2026.0,,FID/Construction,Other Electrolysis,H2,,25MW,25,5555.555555555556,[2601][2625],Zeebrugge
517,Hystock (EnergyStock),NLD,2021.0,2024,Decommisioned,PEM,H2,,1 MW - 220m3 H2/h,1,192.30769230769232,"[2], [7], [103], [127] [395] [396] [547] [784]",Veendam
518,HAEOLUS,NOR,2021.0,,Operational,PEM,H2,,2.5MW - 500m3 H2/h,2.5,480.7692307692308,[369],Raggovidda Wind Park
519,FUTURECEM,DNK,,,Concept,Other Electrolysis,Various,,100 MW,100,22222.222222222223,,
520,Primolyzer (R&D),DNK,2010.0,2012,DEMO,PEM,H2,,1 Nm3 H2/h,0.0052,1,"[1], [155]",
521,PROCON (R&D),DNK,2010.0,2013,DEMO,PEM,H2,,,,0,"[1], [2], [3], [7], [9], [38]",
522,Foulum Demonstration plant,DNK,2011.0,2013,DEMO,PEM,CH4,,0.25 MW,0.25,48.07692307692308,[438],
524,Green Natural Gas,DNK,2011.0,2014,DEMO,SOEC,CH4,,0.04MW,0.04,10.526315789473685,"[3], [9]",
525,“Towards the Methane Society”,DNK,2011.0,2012,DEMO,Other Electrolysis,CH4,,,,0,[1],
526,"MEDLYS, Medium temperature water electrolysis (R&D)",DNK,2011.0,2015,DEMO,Other Electrolysis,H2,,,,0,,
527,MeGa-stoRE,DNK,2014.0,2015,DEMO,ALK,CH4,,1.4 Nm3 H2/h,0.0064399999999999995,1.4,"[3], [7], [9], [98] [478]",
528,MeGa-stoRE Optimising and Upscaling,DNK,2015.0,2018,DEMO,ALK,CH4,,0.25MW,0.25,54.34782608695652,"[3], [7], [9], [98]",
529,"Vestenskov/ Nakskov Industrial and Environmental Park, Lolland",DNK,2007.0,2014,DEMO,PEM,H2,,16 Nm3 H2/h,0.0832,16,"[1], [2], [5], [7], [9], [55], [57] [409[",
530,H2RES - Orsted offshore wind,DNK,2022.0,,Operational,ALK,H2,,2MW,2,434.7826086956522,[696] [918] [919][1248],Avedore
532,Høst - Esbjerg green ammonia plant,DNK,2026.0,,Concept,Other Electrolysis,Ammonia,,1GW,1000,222222.22222222225,[734][3078],Esbjerg
533,HRS Aalborg,DNK,2020.0,,Operational,ALK,H2,,0.25MW - 60m3 H2/h,0.25,54.34782608695652,[583],
535,eSMR Methanol demo plant in Aarhus University,DNK,2022.0,,DEMO,Other Electrolysis,MeOH,,10kg MeOH/h,2.6426901458136585,587.2644768474797,[490] [1617],Aarhus
536,HyCycle - Center for renewable H2 (R&D),DNK,2008.0,2011,DEMO,PEM,H2,,,,0,[1],
537,NEXPEL (R&D),NOR,2010.0,2012,DEMO,PEM,H2,,,,0,"[1], [152], [153]",
538,Glomfjord Hydrogen AS,NOR,2027.0,,FID/Construction,ALK,Ammonia,,60-100 t NH3/d capacity,31.023645413221466,6744.270742004666,[496][2922],Glomfjord Industripark
539,"HyNor Lillestrøm, Akershus Energy Park",NOR,2013.0,,Operational,Biomass,H2,,10m3 H2/h,,10,,
540,Statkraft-CELSA-Mo green H2 for steel production,NOR,2026.0,,Feasibility study,ALK,H2,,40-50MW,45,9782.608695652174,[527][619][3103],Mo Industrial Park
541,Utsira Island,NOR,2004.0,2008,DEMO,ALK,H2,,0.048MW - 10 Nm3 H2/h,0.048,10.434782608695652,"[1], [2], [5], [7], [87], [88]",
543,Acorn H2,GBR,2028.0,,Feasibility study,NG w CCUS,H2,1,200MW - 0.4Mt CO2/y,,50150.57710776607,[475] [721] 2023 ref [3111],Aberdeen
544,Laboratory System at IFE Kjeller Phase 1,NOR,2003.0,2016,DEMO,PEM,H2,,0.7 Nm3 H2/h,0.0036399999999999996,0.7,"[1], [5]",
548,"Green fertilizer project Porsgrunn-Heroya, phase 1 - SKREI",NOR,2024.0,,Operational,PEM,Ammonia,,24MW,24,4615.384615384615,[415][664][1197][1215],Porsgrunn
552,"Gigastack-Hornsea 2, phase I",GBR,,,Feasibility study,PEM,H2,1,100 MW,100,19230.76923076923,[492][1124],Immingham
553,The Hydrogen office,GBR,2010.0,2014,DEMO,ALK,H2,,5.3 Nm3 H2/h,0.02438,5.3,"[1], [5], [173], [174]",
554,RABH2,GBR,2011.0,2014,DEMO,ALK,H2,,0.005MW,0.005,1.0869565217391304,"[1], [5], [136]",
555,Air Fuel Synthesis pilot plant,GBR,2012.0,2013,DEMO,Other Electrolysis,Synfuels,,,,0,"[1], [5], [15]",
556,"Aberdeen Kittybrewster, Hydrogen bus project",GBR,2015.0,2018,DEMO,ALK,H2,,1MW - 180 Nm3 H2/h,1,217.3913043478261,"[2], [4], [187], [188]",Aberdeen
557,"Fife, Levenmouth Community Energy Project",GBR,2016.0,,Operational,Other Electrolysis,H2,,0.37MW,0.37,82.22222222222223,"[2], [4], [189], [190], [191] [409][2966]",Levenmouth
558,"PURE Project, Unst",GBR,2005.0,,Operational,ALK,H2,,0.015MW,0.015,3.260869565217391,"[1], [5], [86], [87]",
559,Tyseley Energy Park refuelling hub Birmingham,GBR,2021.0,,Operational,PEM,H2,,3MW,3,576.9230769230769,[592] [593][1199],Tyseley Energy Park
562,"H2H Saltend, phase 1",GBR,2028.0,,Feasibility study,NG w CCUS,H2,,0.89Mt CO2/y - 600 MW H2,,111585.03406477951,[540]  [541] 2024 rev [3112],Salt End
566,Whitelee Green Hydrogen Facility (Phase 1),GBR,2026.0,,FID/Construction,PEM,H2,,10MW,10,1923.076923076923,[581] [854][1514],Whitelee wind farm
571,CF Industries - Donaldsonville Nitrogen Complex,USA,,,FID/Construction,ALK,Ammonia,,20MW - 20 kt NH3/y ,20,4347.826086956522,[621] [622] [884] [885] [1672] [2376],Donaldsonville Complex
573,Westkuste 100 (Phase 2),DEU,,,Feasibility study,ALK,H2,,700MW,670,145652.1739130435,[580],Heide
574,"H2 Pilotanlage Lingen, phase 1",DEU,2024.0,,Operational,ALK,H2,1,10MW,10,2173.913043478261,[314][945][1180][1212] [1551] [2624],Lingen RWE plant
575,HySynGas,DEU,,,Feasibility study,PEM,CH4,,50MW,50,9615.384615384615,[264] [473],Brunsbüttel
576,Northern Irish hydrogen project - Ballymena Hydrogen,GBR,2025.0,,FID/Construction,Other Electrolysis,H2,,1 MW,1,222.22222222222223,[624][625],Long Mountain Windfarm
578,"Eyre Peninsula Gateway Hydrogen Project, phase 1",AUS,2026.0,,Feasibility study,ALK,Ammonia,,"100 MW - 15 kt H2/y, 40 kt NH3/y",100,21739.130434782608,[628][658][1533],Port Bonython
579,"North CCU HUB, phase 1. North C Hydrogen",BEL,2029.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4348,[444] [654],Ghent
581,"Asian Renewable Energy Hub, first phase",AUS,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,15357MW,15357,3412666.666666667,[493][618][660][889][2199][2793] 2025 ref [3066],Pilbara
582,IPCEI SilverFrog,ITA,2030.0,,Concept,PEM,H2,,1000MW,,0,[419],
583,IPCEI New Green Flamingo,"PRT
ESP",,,Concept,Other Electrolysis,H2,,5000MW,,0,[416],
584,"Murchison, phase 1",AUS,2029.0,,Feasibility study,Other Electrolysis,Ammonia,,1500MW,1500,333333.3333333334,[291] [377] [494] [520] [660] [676][889][3055],Murchison
585,NEOM Green Hydrogen Project,SAU,2026.0,,FID/Construction,ALK,Ammonia,,2.2GW - 650t H2/d - 1.2Mt NH3/y,2200,478260.8695652174,[562][1186] [1297] [1666],Future location of Neom
586,IPCEI Blue Danube,"ROM
DEU
AUT",,,Concept,Other Electrolysis,H2,,1500-2115MW,,0,,
587,Project GERI,AUS,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,2500MW,2500,555555.5555555556,[1026],"Geraldton, Western Australia"
588,IPCEI Black Horse (40 electrolysis production sites),"POL
CZE
SVK
HUN",2030.0,,Concept,Other Electrolysis,H2,,320 t H2/d,,0,,
589,Project NEO,AUS,,,Concept,Other Electrolysis,H2,,1000MW,1000,222222.22222222225,[520],Random location in New South Wales
592,GAM - phase 1,CHL,2031.0,,Feasibility study,Other Electrolysis,Ammonia,,1.8GW,1800,5778,[537] [579][892][1044][1210] 2023 ref [3074],ENAEX plant in Mejillones - Antofagasta
594,Costa Rica Transportation Ecosystem Project,CRI,2026.0,,Feasibility study,PEM,H2,,1 MW,1,192.30769230769232,,Guanacaste
595,"HyNetherlands, 1st phase",NLD,2029.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[275] [630] [920] [1662][2398],Groningen 
596,HyNetherlands 2nd phase,NLD,2035.0,,Feasibility study,Other Electrolysis,H2,,300MW,300,158000,[275] [630],Groningen 
597,HyGreen Provence,FRA,2031.0,,Feasibility study,Other Electrolysis,H2,,80MW,80,17777.777777777777,[337] [338],"Villeneuve Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France"
600,Sundance Hydrogen,CAN,2028.0,,Feasibility study,Other Electrolysis,MeOH,,60t H2/d production,252.8089887640449,56179.77528089887,[522] [523],Tumbler Ridge
602,"Hysencia, Phase I",ESP,2027.0,,Feasibility study,Other Electrolysis,H2,,35 MW,35,7777.777777777778,[560] [800] [2377] [2628],Aragon
603,"Ningxia Solar Hydrogen Project, Phase 1",CHN,2021.0,,Operational,ALK,MeOH,,30MW,30,6521.739130434783,[479] [830][1244],Yinchuan
605,Green Crane Pais Vasco Hub,ESP,2035.0,,Feasibility study,Other Electrolysis,H2,,150MW,150,33333.333333333336,[319] [2985],Random location in Pais Vasco
607,La Robla,ESP,2030.0,,Feasibility study,Other Electrolysis,H2,,280MW,280,62222.222222222226,[319],La Robla power station
608,"Green Crane, Aragon Hub",ESP,2035.0,,Feasibility study,Other Electrolysis,H2,,30MW,30,6666.666666666667,[319] [2985],Random location in Aragon
609,Hydrogen Plant for Westereems Wind Farm (RWE Eemshydrogen),NLD,2027.0,,Feasibility study,PEM,H2,1,50MW,50,9615.384615384615,[286] [503][630][920] [1662],Port of Eems
610,Queensland Nitrates Renewable Hydrogen and Ammonia,AUS,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,30MW,30,6666.666666666667,[376],"Moura, Queensland"
611,Hemweg hub Amsterdam - Hy4Am,NLD,2027.0,,Feasibility study,Other Electrolysis,H2,,10MW,10,2222.222222222222,[503][630] [1662] [2435],Port of Amsterdan
613,Weifang Binhai Photovoltaic 100MW Hydrogen Generation Project,CHN,,,Concept,Other Electrolysis,H2,,,,0,[595] [769],"Weifang, Shandong"
614,"GreenH2UB (10 hubs of 3-10MW, the first one Ref786)",NLD,2030.0,,Feasibility study,Other Electrolysis,H2,,100MW,95,21111.111111111113,[503][630],Random location close to Eindhoven
615,Vallée Hydrogène Grand Ouest (VHyGO) - H2 Ouest (Phase 1),FRA,2021.0,,Operational,ALK,H2,,750kW - 300kg H2/d,0.75,163.04347826086956,"[857] [858][1014], Platts European Gas Daily 08-09-2021","Bouin, Vendée, Pays de la Loire, France"
616,Vallée Hydrogène Grand Ouest (VHyGO) - EffiH2,FRA,2022.0,,Operational,Other Electrolysis,H2,,1MW or 300 kg H2/d,1,222.22222222222223,[857] [858] [1609] [1610],"Vannes, Morbihan, Bretagne, France"
617,H2SusBuild / RES-H2,GRC,2010.0,2012,DEMO,ALK,H2,,4 Nm3 H2/h,0.0184,4," [1], [60], [61]",
618,"Ferrolterra plant, pahse 1",ESP,2026.0,,Feasibility study,PEM,H2,,20MW,20,3846.153846153846,[598][1398][2380],"Ferrolterra, As Pontes lake"
619,ELYGRID (R&D),ESP,2011.0,2014,DEMO,ALK,H2,,2.6MW,2.6,565.2173913043479,"[1], [29] [409]",
620,Aviation synfuels,PRT,,,Feasibility study,PEM,Synfuels,,10000t synthetic kerosene/y production,87.7598027699694,16876.88514807104,[534],Random location in Portugal
621,Tapada do Outeiro natural gas power plant ,PRT,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[534] [2379],Tapada do Outeiro natural gas power plant 
622,Lingen Green Hydrogen (LGH2) Phase 1,DEU,2027.0,,FID/Construction,PEM,H2,1,100MW,100,19230.76923076923,[272][638][2817],Lingen BP Refinery
623,Wunsiedel Energy Park (Phase 1),DEU,2022.0,,Operational,PEM,H2,,8.8MW,8.8,1692.3076923076926,[582][1022][1593],Wunsiedler Energiepark
624,Wunsiedel Energy Park (Phase 2),DEU,,,Concept,PEM,H2,,2kt H2/y production,26.678980042070698,5130.573085013596,[582] [3041],Wunsiedler Energiepark
626,Methane Synthesis test facility in Koshijihara Plant of INPEX’s - Nagaoa,JPN,2019.0,,Operational,Other Electrolysis,CH4,,16m3 H2/h,0.072,16,[489],
627,Hydrogen Island Aitutaki,COK,2011.0,2013,DEMO,ALK,H2,,0.055MW,0.055,11.956521739130435,"[1], [5], [72], [73] [409]",
628,Hydrogen Island Bozcaada,TUR,2011.0,2014,DEMO,ALK,H2,,0.055MW,0.055,11.956521739130435,"[1], [5], [72], [73]",
629,E-Thor,NLD,,,Feasibility study,Other Electrolysis,MeOH,,5MW,5,1111.111111111111,[503][630] [3140],
630,H₂ Air Base Leeuwarden,NLD,2030.0,,Feasibility study,Other Electrolysis,H2,,5MW,5,1111.111111111111,[503][630] [630][1662],Leeuwarden
631,SEE / Storage of electric energy,DEU,2011.0,2014,DEMO,ALK,CH4,,0.006MW,0.006,1.3043478260869565,[1] [3],
632,New zealand Matiu/Somes Island,NZL,2011.0,2012,DEMO,ALK,H2,,0.0012MW,0.0012,0.2608695652173913,[63],
633,Vendée hydrogène,FRA,2022.0,,DEMO,Other Electrolysis,H2,,3.4MW,3.4,755.5555555555555,,
634,H2One - SP Group,SGP,2019.0,,Operational,PEM,H2,,1 Nm3 H2/h,0.0052,1,[556],
635,RESelyser (R&D),DEU,2011.0,2014,DEMO,ALK,H2,,0.001MW,0.001,0.2173913043478261,"[1], [158], [159], [206]",
636,DVGW-EBI KIT - Demo-SNG,DEU,2011.0,2015,DEMO,PEM,CH4,,,,0,"[3], [194]",
637,Multiphly,NLD,2023.0,,Operational,SOEC,H2,1,2.6MW,2.6,684.2105263157895,[1669],Neste refinery in the netherlands
638,Semakau island microgrid Engie (SPORE),SGP,2019.0,,Operational,Other Electrolysis,H2,,,,0,[244],
639,"PostBus Hydrogen bus, Brugg, aargau CHIC",CHE,2012.0,2016,DEMO,ALK,H2,,60m3 H2/h,0.276,60,"[2], [149], [150]",
640,Emden I Biogas upgrading,DEU,2012.0,2014,DEMO,ALK,CH4,,0.312MW,0.312,67.82608695652173,"[2], [3] [409]",
641,PtG Switzerland,CHE,2022.0,,Operational,PEM,CH4,,2.5MW,2.5,480.7692307692308,[425][1591],Dietikon
642,MYRTE,FRA,2012.0,,DEMO,PEM,H2,,0.11MW,0.11,21.153846153846153,"[1], [2], [5], [7], [9], [83] [466]","Vignola, Corse-du-Sud, Corse, France"
643,H2OzBus Project,AUS,,,Concept,PEM,H2,,2MW,2,384.61538461538464,[514],
644,"Sunfire PtL demo ""Fuel1""",DEU,2012.0,2016,DEMO,SOEC,Synfuels,,10m3 H2/h,0.038,10,"[7], [211]",
645,Hyport - Toulouse-Blagnac Airport,FRA,2023.0,,Operational,ALK,H2,,1MW,1,217.3913043478261,[528] [754][1200][1611],Toulouse-Blagnac Airport
646,DEMETER,FRA,2012.0,2014,DEMO,SOEC,Various,,,,0," [7], [181]",
647,Ekolyser (R&D),DEU,2012.0,2015,DEMO,PEM,,,,,0," [1], [27], [28]",
648,LastEISys (R&D),DEU,2012.0,2015,DEMO,PEM,,,,,0," [1], [116]",
649,PtG-Elektrolyse im MW-Maßstab (R&D),DEU,2013.0,2016,DEMO,ALK,CH4,,0.3MW,0.3,65.21739130434783," [1], [156], [157",
650,"BioPower2Gas, Allendorf, Eder",DEU,2013.0,2016,DEMO,PEM,,,60 Nm3 H2/h,0.312,60," [2], [3], [7]",
651,Rozenburg Power2Gas Phase 1,NLD,2013.0,2018,DEMO,PEM,CH4,,0.007MW,0.007,1.3461538461538463,"[7], [9], [148] [464]",
652,"Greenhouse heating, solar-H2",ITA,2013.0,2014,DEMO,ALK,,,0.0025MW,0.0025,0.5434782608695652," [100], [198]",
653,EE-Methan aus CO2 (R&D),AUT,2013.0,2016,DEMO,Other Electrolysis,CH4,,,,0," [1], [3]",
654,OptFuel (R&D),AUT,2013.0,2016,DEMO,Other Electrolysis,CH4,,,,0," [1], [3], [117]",
655,Thüga PtG plant Frankfurt/Main,DEU,2014.0,2016,DEMO,PEM,H2,,0.3MW,0.3,57.69230769230769,"[1], [2], [7], [9], [81]  [470]",
656,RENOVAGAS,ESP,2014.0,2017,DEMO,ALK,CH4,,2 Nm3 H2/h,0.0092,2,[207] [323],
657,"HyFLEET:CUTE, Hamburg",DEU,2003.0,2011,DEMO,ALK,H2,,60 Nm3 H2/h,0.276,60," [7], [133]",
658,Reduction and Reuse of CO2: Renewable Fuels for Electricity Production- ZHAW,CHE,2014.0,2017,DEMO,PEM,Various,,0.3 Nm3 H2/h,0.00156,0.3,,
659,CHOCHCO,FRA,2014.0,2017,DEMO,SOEC,CH4,,,,0," [141], [142]",
660,Hydrogen Wind Farm Sotavento,ESP,2008.0,2011,DEMO,ALK,H2,,0.3MW - 60m3 H2/h,0.3,65.21739130434783," [1], [2], [5], [7], [9], [52]","Xermade, Lugo"
661,"CUTE, Stockholm",SWE,2003.0,2006,DEMO,ALK,H2,,0.3MW - 60m3 H2/h,0.3,65.21739130434783," [7], [133]",
662,"HyFLEET:CUTE, Amesterdam",NLD,2003.0,2009,DEMO,ALK,H2,,0.3MW - 60m3 H2/h,0.3,65.21739130434783," [7], [133]",
663,"Wind2Hydrogen, HyCentA",AUT,2015.0,2017,DEMO,PEM,H2,,0.1MW,0.1,19.230769230769234,"[113], [114], [213] [456] [481]",
664,BOEING (rSOC Demonstrator),USA,2015.0,2017,DEMO,SOEC,H2,,10m3 H2/h,0.038,10,[409],
665,Pilot & Demo PtM HSR,CHE,2015.0,2017,DEMO,ALK,CH4,,0.025MW,0.025,5.434782608695652, [3],
666,Dresden,DEU,2015.0,2017,DEMO,SOEC,H2,,0.01MW,0.01,2.6315789473684212,,
667,Rapperswil,CHE,2015.0,2017,DEMO,Other Electrolysis,CH4,,,,0," [7], [151]",
668,"RegEnKibo, Kirchheimbolanden (R&D)",DEU,2015.0,2018,DEMO,Other Electrolysis,CH4,,,,0," [2], [163]",
669,ECTOS,ISL,2003.0,2007,DEMO,ALK,H2,,60 Nm3 H2/h,0.276,60,[7] [182] [183] [184],Random location in Iceland
670,"ETOGAS, Solar Fuel Alpha-plant 250 kW, ZSW",DEU,2009.0,2013,DEMO,ALK,CH4,,0.25MW,0.25,54.34782608695652," [1], [2], [3], [5], [7], [9]",
671,"Shoro Dam in Shiranuka-cho, Shiranuka-gun, Hokkaido",JPN,2016.0,2019,DEMO,PEM,H2,,35 Nm3 H2/h,0.182,35,[281],
672,SoCalGas and University of California Irvine 1,USA,2016.0,2017,DEMO,PEM,H2,,13 Nm3 H2/h,0.0676,13,[480],
673,HELMETH (R&D),DEU,2016.0,2017,DEMO,SOEC,CH4,,0.015MW,0.015,3.9473684210526314," [3], [124]",
674,SoCalGas and University of California Irvine 2,USA,2016.0,2017,DEMO,PEM,H2,,1 Nm3 H2/h,0.0052,1,[480],
675,Tomakomai,JPN,2016.0,2019,DEMO,NG w CCUS,H2,,100kt CO2/y,,12537.644276941517,[279],Tomakomai
676,GrInHy,DEU,2017.0,2019,DEMO,SOEC,H2,,0.15MW - 37.5m3 H2/h,0.15,39.473684210526315,[298],
677,"Tomamae Town, Hokkaido",JPN,2017.0,2019,DEMO,ALK,H2,,0.135MW,0.135,29.347826086956523,[278],
678,Yokohama City Wind Power Plant (Hama Wing),JPN,2017.0,2018,DEMO,PEM,H2,,10 Nm3 H2/h,0.52,100,[362],
679,GRHYD,FRA,2018.0,2020,DEMO,PEM,H2,,10 Nm3 H2/h,0.52,100,[1] [7] [9] [99],
680,ELY4OFF,ESP,2019.0,2020,DEMO,PEM,H2,,0.05MW,0.05,9.615384615384617,[510},
681,"Hidrolica, Tahivilla",ESP,2008.0,2009,DEMO,PEM,H2,,0.041MW,0.041,7.884615384615385," [1], [2], [5], [7], [64]",
682,GenHyPEM (R&D),DEU,2005.0,2008,DEMO,PEM,H2,,6.3 Nm3 H2/h,0.03276,6.3,[1] [5] [463],
683,Jupiter 1000,FRA,2020.0,2023,DEMO,ALK,Various,,1MW - 200m3 H2/h,1,217.3913043478261,[370],"Fos-sur-Mer, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France"
684,Hawaii Hydrogen Power Park (phase 2),USA,2007.0,,DEMO,PEM,H2,,0.005MW,0.005,0.9615384615384616," [1], [5], [87], [111], [112]",Hawaii
685,PVFCSYS Sophia Antipolis,FRA,2000.0,2004,DEMO,ALK,H2,,0.0036MW,0.0036,0.782608695652174," [1], [5], [85], [86], [87]","Sophia-Antipolis, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France"
686,PVFCSYS Agrate,ITA,2004.0,2004,DEMO,ALK,H2,,0.0034MW,0.0034,0.7391304347826086," [1], [5], [86], [87]",
687,"THEUS H2 Energy Storage, Takasago (R&D)",JPN,2005.0,2005,DEMO,PEM,H2,,0.7 Nm3 H2/h,0.0036399999999999996,0.7," [1], [5], [106]",
688,Aeropila,ESP,2004.0,2005,DEMO,PEM,H2,,0.5 Nm3 H2/h,0.0026,0.5," [1], [14]",
689,PosHYdon,NLD,2025.0,2026,DEMO,PEM,H2,,1MW,1,192.30769230769232,[500] [501][2390],"Netherlands offshore, North Sea"
690,FIRST - Showcase II,ESP,2000.0,2004,DEMO,PEM,H2,,0.001MW,0.001,0.19230769230769232," [1], [5], [37], [106]",
691,IHAVU,ESP,2008.0,2009,DEMO,Other Electrolysis,H2,,0.05m3 H2/h,0.000225,0.05,[472],
692,"WELTEMP, Water electrolysis at elevated temperature",DEU,2008.0,2011,DEMO,PEM,H2,,,,0,"[1], [102]",
693,Ameland,NLD,2008.0,2011,DEMO,PEM,H2,,,,0," [7], [9], [147]",
694,Wind-H2 Village Prince Edward Island,CAN,2009.0,2011,DEMO,ALK,H2,,0.3MW,0.3,65.21739130434783," [1], [5], [164]","North Cape, PEI"
695,"DTE Energy Hydrogen Technoly Park, Southfield Michigan",USA,2004.0,2009,DEMO,ALK,H2,,0.099MW,0.099,21.521739130434785," [1], [5], [25], [26]",Southfield (Michigan)
696,Wind2H2 Project NREL,USA,2007.0,2014,DEMO,ALK,H2,,0.04MW,0.04,8.695652173913043," [1], [5], [7], [87]",Arvada (Colorado)
697,Small Scale Renewable Power System DRI (Desert Research Institute),USA,2004.0,2008,DEMO,ALK,H2,,0.0065MW,0.0065,1.4130434782608696," [1], [5], [169], [170]",
698,IRENE System,CAN,2007.0,2009,DEMO,ALK,H2,,0.006MW,0.006,1.3043478260869565," [1], [5], [79]",
699,Bio SNG Güssing,AUT,2002.0,2009,DEMO,Other Electrolysis,CH4,,,,0," [1], [9], [23], [24]",Güssing
701,Fine Chemical Industry Park of Lanzhou,CHN,2020.0,,Operational,ALK,MeOH,,1000 Nm3 H2/h - 1440t MeOH,4.6,1000,[361] [768],Lanzhou 
702,GldH2,NLD,2026.0,,Feasibility study,Other Electrolysis,H2,,2MW,2,444.44444444444446,[503][630][920][1662],Zutphen
703,P2P IPKW,NLD,,,Feasibility study,Other Electrolysis,H2,,1-10MW,1,222.22222222222223,[503][630] [3141],
704,AuxHYGen (Phase 1),FRA,2021.0,,Operational,ALK,H2,,1MW - 200m3 H2/h,1,217.3913043478261,[570],"Auxerre, Yonne, Bourgogne-Franche-Comté, France"
705,MethFuel,DEU,,,DEMO,PEM,CH4,,1MW,1,192.30769230769232,[605],
706,Coffeyville fertilizer plant,USA,2013.0,,Operational,Oil w CCUS,Ammonia,,900000 t CO2/y,,53860.93107596187,,Coffeyville
707,PCS Nitrogen-Geismar plant (LA),USA,2013.0,,Operational,NG w CCUS,Ammonia,,200000-300000 t CO2/y,,31344.110692353795,,"Geismar, Louisiana"
708,Port Arthur,USA,2013.0,,Operational,NG w CCUS,H2,1,900000t CO2/y - 151000m3 H2/h,,112838.79849247365,[345],Port Arthur
709,MCRC bio-hydrogen facility Chennai,IND,2015.0,,DEMO,Biomass,H2,,12m3 H2/h,,12,[487],Chennai
710,Port Jerome,FRA,2015.0,,Operational,NG w CCUS,H2,1,100000t CO2/y - 4500kg H2/h,,12537.644276941517,[335] [336],"Port Jérôme, Seine-Maritime, Normandie, France"
711,Quest ,CAN,2015.0,,Operational,NG w CCUS,H2,1,1100000t CO2/y - 300 kt H2/y,,137914.0870463567,[349] [703],Scotford refinery
712,ElectroHgena,FRA,2016.0,,DEMO,Other Electrolysis,CH4,,,,0,"[9], Cap. network",
713,Power to flex (several pilot projects),DEU,2016.0,,DEMO,PEM,H2,,,,0,"[118], [205]",
714,"Minerve, Nantes",FRA,2019.0,,DEMO,SOEC,CH4,,0.12MW,0.12,31.57894736842105,"[7], [9], [139] [467]","Nantes, Loire-Atlantique, Pays de la Loire, France"
716,HYPOS (several projects),DEU,2019.0,,Operational,Other Electrolysis,H2,,1.3MW,1.3,288.8888888888889,"[2], [7], [95], [96]",Leuna
718,Air Liquide Becancour,CAN,2021.0,,Operational,PEM,H2,,20MW - 8t H2/d,20,3846.153846153846,[241][665],Air Liquide Becancour
719,Hebei Jiantou Guyuan wind project - 2nd phase,CHN,2021.0,,Operational,ALK,H2,,10MW,6,1304.3478260869565,[360][587] [771],Guyuan 
720,"Blue but better (ALB) (Canada Net-zero Hydrogen Energy Complex), phase 1",CAN,2028.0,,FID/Construction,NG w CCUS,H2,1,548 kt H2/y - 3 Mt CO2/y,,376129.3283082455,[947][1993][2804],Edmonton
721,Hyper Hydrogen Energy Zhangjiakou Wind Power Hebei - first phase,CHN,2020.0,,Operational,ALK,H2,,4.3 t H2/d,9.260299625468164,2013.1086142322097,[360],Zhangjiakou
725,"MPREIS Hydrogen (within ""Demo4Grid"")",AUT,2022.0,,Operational,ALK,H2,,3.1MW,3.1,673.9130434782609,[216][1242] [2226],Vols 
726,Anglo-American Mogalakwena mine,ZAF,2022.0,,Operational,ALK,H2,,3.5MW,3.5,760.8695652173914,[452],Mogalakwena mine
